"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
="6449","鈺邦","01/08","164.5","-6","-3.52","年","1.958","1.8","1.854","0.985","1","1.9","2","2.3","2.3","3.482",""
="6451","訊芯-KY","01/08","154.5","-0.5","-0.32","年","2.554","5.4","0.94","2.333","3.669","4.096","2.56","1.17","2.46","0.36",""
="6456","GIS-KY","01/08","41.85","-1.15","-2.67","年","3.667","4","9","4","3.5","4","5","3.5","0","0",""
="6461","益得","01/08","19.6","-0.05","-0.25","年","0","0","0","0","0","0","0","0","0","0",""
="6462","神盾","01/08","118","+6","+5.36","年","5.464","0","4.283","8.093","9.001","15","10","2.798","0","0",""
="6465","威潤","01/08","39.9","+3","+8.13","年","0.482","2.35","0.987","1","0","0","0","0","0","0",""
="6469","大樹","01/08","91.7","0","0","年","2.264","1.3","1.639","1.3","0.983","0.99","2.57","4.698","3.598","3.297",""
="6470","宇智","01/08","43.85","+0.7","+1.62","年","2.943","4","2","2.5","2.5","3.5","2.692","3.998","2.8","2.5",""
="6474","華豫寧","01/08","35.45","+0.05","+0.14","年","1.522","1","1.5","1.5","1.5","1.5","2","1.2","1","2.5",""
="6477","安集","01/08","34.6","-0.6","-1.7","年","0.658","0.2","0.42","0.8","0.957","1.138","0.51","0.799","0.8","0.3",""
="6482","弘煜科","01/08","39.2","-0.25","-0.63","年","0.388","0.992","0","0","0","0","0","1","0.5","1",""
="6485","點序","01/08","107.5","+5.5","+5.39","年","1.459","1.465","0","0","0.5","0.487","4.982","4","1.2","0.5",""
="6486","互動","01/08","83.2","-1","-1.19","年","5.174","3.5","3.2","4.8","6","6","6.366","5.132","5.693","5.87",""
="6491","晶碩","01/08","290","+7","+2.47","年","5.5","1","0","1.5","2.5","5","8.5","10","10","11",""
="6492","生華科","01/08","44.35","+0.75","+1.72","年","0","0","0","0","0","0","0","0","0","0",""
="6494","九齊","01/08","35.5","+0.55","+1.57","年","3.631","3","3.5","2.2","2","3.5","8","6.5","1.62","2.36",""
="6496","科懋","01/08","29.4","-0.35","-1.18","年","1.556","4","4","4","1","1","0","0","0","0",""
="6498","久禾光","01/08","87.7","-1","-1.13","年","1.085","0","0","0","0.15","1","0.991","2.482","2.5","2.641",""
="6499","益安","01/08","93","+1.8","+1.97","年","0.167","0","0","0","0","0","1","0.5","0","0",""
="6504","南六","01/08","42.9","+1.05","+2.51","年","3.9","4.8","4.5","5","4.5","12","1.2","1","1.1","1",""
="6505","台塑化","01/08","47.6","-0.1","-0.21","年","3.143","6","6.3","4.8","2.9","0.59","3.8","1.1","2","0.8",""
="6506","雙邦","01/08","15.4","-0.25","-1.6","年","1.089","1.5","1","1","1.1","0.8","2","1.2","0.4","0.8",""
="6508","惠光","01/08","23.4","+0.05","+0.21","年","1.69","1.3","1.35","1.5","1.8","1.593","2.986","2.685","1","1",""
="6509","聚和","01/08","32.8","-0.3","-0.91","年","0.935","0.507","0.4","0.6","0.712","1","1.25","1.38","1.25","1.319",""
="6510","精測","01/08","2190","-135","-5.81","年","9.294","8","10","10","10","12","13.6","11.75","0.5","7.8",""
="6512","啟發電","01/08","20.55","0","0","年","0.37","2.278","0.465","0.472","0","0","0","0.113","0","0",""
="6515","穎崴","01/08","3175","-130","-3.93","年","15.66","","","","12","12.98","10.98","22","11","25",""
="6516","勤崴國際","01/08","64.2","-1","-1.53","年","0.647","0.1","0.13","0.107","0.07","0.13","0.88","1.24","0.96","2.21",""
="6517","保勝光學","01/08","64.7","+0.4","+0.62","年","0.588","0","0","0","0","","0.5","1.2","1.5","1.5",""
="6525","捷敏-KY","01/08","75","-1","-1.32","年","4.167","3.8","3","4","3.5","4.5","5.5","5.5","3.5","4.2",""
="6526","達發","01/08","441","-7","-1.56","年","6.891","2","","","","","0","15","4.956","12.5",""
="6527","明達醫","01/08","76","+1.5","+2.01","年","1.815","1","1.005","1.727","2.55","1.4","1.94","2.4","2.064","2.25",""
="6530","創威","01/08","58.6","-1","-1.68","年","1.15","1","1","1","1","1","1.1","1.5","1.2","1.55",""
="6531","愛普*","01/08","455","-0.5","-0.11","年","4.109","1.996","1.491","0.51","0.997","4.999","5.996","6.997","6.998","6.994",""
="6532","瑞耘","01/08","55.8","-1.1","-1.93","年","1.92","0.794","1.1","2.3","1.597","2","1.8","2.693","2.4","2.6",""
="6533","晶心科","01/08","254.5","+7.5","+3.04","年","0.681","0","0","0.697","0.34","0.742","2.849","1.5","0","0",""
="6535","順藥","01/08","182","-1","-0.55","年","0","0","0","0","0","0","0","0","0","0",""
="6538","倉和","01/08","64.2","-1.8","-2.73","年","3.99","4.3","1.304","1","2.5","7","2.5","3.301","7.006","7.003",""
="6541","泰福-KY","01/08","54","+1.5","+2.86","年","0","0","0","0","0","0","0","0","0","0",""
="6542","隆中","01/08","49.4","+1.55","+3.24","年","0.911","2.366","0","3","0","0","0","0","1","1.83",""
="6546","正基","01/08","59.2","-0.6","-1","年","3.282","1","0.3","","2","4","5.457","6.5","3.5","3.5",""
="6547","高端疫苗","01/08","36.45","+0.2","+0.55","年","0","0","0","0","0","0","0","0","0","0",""
="6550","北極星藥業-KY","01/08","30.2","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="6552","易華電","01/08","25.4","-1","-3.79","年","1.056","0.75","0.3","2","2","1.5","2","0.45","0.3","0.2",""
="6556","勝品","01/08","71","+0.2","+0.28","年","2.711","2","2","1.2","1.8","2","3.2","5","3","4.2",""
="6558","興能高","01/08","36.15","-1.1","-2.95","年","0.535","0.902","1.106","1.204","1","0.3","0","0","0","0.3",""
="6560","欣普羅","01/08","40.3","-0.45","-1.1","年","1.767","2","0","3","2","2.903","5","1","0","0",""
="6568","宏觀","01/08","125.5","+4.5","+3.72","年","4.428","5","5","5.904","5.996","5.06","5.015","4.023","1.817","2.037",""
="6569","醫揚","01/08","110.5","+1","+0.91","年","5.495","7","6.5","6.5","6","5.5","4","4.996","4.997","3.961",""
="6570","維田","01/08","39","+0.9","+2.36","年","1.97","1.5","1","1.8","1.4","1","3","3.934","2.6","1.5",""
="6573","虹揚-KY","01/08","15","-0.9","-5.66","年","0.25","1","1","0.25","0","0","0","0","0","0",""
="6576","逸達","01/08","79.8","+0.1","+0.13","年","0","0","0","0","0","0","0","0","0","0",""
="6577","勁豐","01/08","69","-0.3","-0.43","年","4.207","4.062","4","4.5","5","5","3.85","4.45","1","6",""
="6578","達邦蛋白","01/08","19.7","-0.3","-1.5","年","0.497","0.9","0.5","0.8","0.5","0.2","0","0.665","0.509","0.4",""
="6579","研揚","01/08","111","-2","-1.77","年","4.299","4.27","4.75","4.1","3.2","3","3.098","4.658","6.468","5.15",""
="6581","鋼聯","01/08","103.5","-0.5","-0.48","年","4.459","3.4","5.35","4.98","2.6","3","4","6.5","4.3","6",""
="6582","申豐","01/08","31.9","+0.1","+0.31","年","4.739","3.619","3.486","3.593","4.449","10","15","1.5","0","1",""
="6584","南俊國際","01/08","323","-15.5","-4.58","年","0.941","2","0.8","0.6","0.6","0","0.897","1.069","1","1.501",""
="6585","鼎基","01/08","86.3","+2.1","+2.49","年","2.814","1.5","1.5","1.5","1.5","1.5","3","3","3.905","7.924",""
="6588","東典光電","01/08","47.5","-1.95","-3.94","年","1.229","3","3.5","1","1.308","1.5","0.75","0","0","0",""
="6589","台康生技","01/08","63.4","+1","+1.6","年","0","0","0","0","0","0","0","0","0","0",""
="6591","動力-KY","01/08","73.4","-0.1","-0.14","年","2.466","1.5","2","1.498","1.464","2.728","4","3.939","2.721","2.349",""
="6592","和潤企業","01/08","61","+0.9","+1.5","年","3.056","1.5","2.4","3.3","3.1","3.5","4.2","3.5","3","3",""
"6592A","和潤企業甲特","01/08","97.5","+0.5","+0.52","年","3.191","","","","","","","1.174","4.2","4.2",""
"6592B","和潤企業乙特","01/08","98.2","0","0","年","3.021","","","","","","","","1.541","4.5",""
="6593","台灣銘板","01/08","37.7","-0.9","-2.33","年","0.805","0.5","1.3","1.8","0.5","0.5","0.7","0.5","1","0.447",""
="6596","寬宏藝術","01/08","144","+1","+0.7","年","3.255","2","3.5","1.999","4.5","4.5","0","0.5","5.3","7",""
="6597","立誠","01/08","54.5","-3.1","-5.38","年","0.627","","0","0","0","0","0.486","0.4","1.5","2.631",""
="6598","ABC-KY","01/08","23.05","+0.75","+3.36","年","0","0","0","0","0","0","0","0","0","0",""
="6605","帝寶","01/08","137.5","+0.5","+0.36","年","3.8","3","2.5","2.3","1.5","1.4","3","5","6.5","9",""
="6606","建德工業","01/08","25.3","-0.15","-0.59","年","1.78","","","0.76","1.2","2","2","2","1.5","3",""
="6609","瀧澤科","01/08","36.65","-0.4","-1.08","年","1.308","0.6","1","2.2","1","0.8","1.5","3","0.9","0.77",""
="6612","奈米醫材","01/08","71.4","-0.6","-0.83","年","0.399","0","0.499","0.497","0.5","0.1","0.5","1","0.2","0.3",""
="6614","資拓宏宇","01/08","50.3","+1.05","+2.13","年","1.283","1","0.4","0.65","1.1","1.5","1.65","2","1.75","1.5",""
="6615","慧智","01/08","30","0","0","年","1.5","2","2","2","2.6","1.4","2","1","0.2","0.3",""
="6617","共信-KY","01/08","80.6","+0.1","+0.12","年","0","0","0","0","0","0","0","0","0","0",""
="6620","漢達","01/08","83.8","-2.2","-2.56","年","0.279","0","0","0","0","0","0","0","1","1.507",""
="6624","萬年清","01/08","61.1","+0.4","+0.66","年","1.152","0.55","2.25","2.22","2","0","0","1.8","1","0.55",""
="6625","必應","01/08","81.7","+0.2","+0.25","年","1.081","0.13","0.5","1.5","0.1","0","0","0","3.5","4",""
="6637","醫影","01/08","80.8","+2.6","+3.32","年","2.472","","1.2","2.5","2.5","2.5","2","2.8","2.647","3.627",""
="6640","均華","01/08","742","+67","+9.93","年","5.167","3.5","3","3","3","3","5","6","5","15",""
="6641","基士德-KY","01/08","19.1","-0.05","-0.26","年","2.993","1.063","3.01","3.8","4.567","4.5","4.5","3.5","1","1",""
="6642","富致","01/08","51.8","-0.2","-0.38","年","2.354","","1.7","2.63","1.5","1.8","3.6","3.6","1.5","2.5",""
="6643","M31","01/08","441","-10.5","-2.33","年","6.419","","4.5","7","7.551","8","6.301","8.001","8.001","2",""
="6645","金萬林-創","01/08","17.4","-0.35","-1.97","年","0.069","","0.2","0","0","0","0.25","0.1","0","0",""
="6649","台生材","01/08","48.75","-0.55","-1.12","年","0.025","","0","0","0","0","0","0.2","0","0",""
="6651","全宇昕","01/08","78.5","-2.3","-2.85","年","3.483","","1.84","1.02","1","3","4.001","6","4","7",""
="6654","天正國際","01/08","85","+0.5","+0.59","年","1.811","1.8","1","5.5","1","1.5","4.5","1","0","0",""
="6657","華安","01/08","41.1","-0.1","-0.24","年","0","","0","0","0","0","0","0","0","0",""
="6658","聯策","01/08","57.5","0","0","年","1.211","","1.2","1.2","1.2","0.6","1.2","2","1.2","1.085",""
="6661","威健生技","01/08","18.8","+0.35","+1.9","年","0.585","","0.311","1.262","1.341","1.102","0.484","0.181","0","0",""
="6662","樂斯科","01/08","30.5","+0.15","+0.49","年","1.725","","1.8","1.85","1.9","2","1.6","1.5","1.65","1.5",""
="6664","群翊","01/08","294","-7.5","-2.49","年","5.747","","4","4","4.2","4.3","4.9","6.828","7.821","9.926",""
="6666","羅麗芬-KY","01/08","45.7","+0.15","+0.33","年","3.288","","4.4","7","7","2","1.5","1.1","1.3","2",""
="6667","信紘科","01/08","258","-4.5","-1.71","年","3.685","1.53","3","2.795","1.986","1.66","2.94","4.24","6.46","8.55",""
="6668","中揚光","01/08","35.5","-0.65","-1.8","年","0.645","1","2","1","0.8","1.004","0","0","0","0",""
="6669","緯穎","01/08","4650","-20","-0.43","年","33.25","","4.036","16","23","32","25","50","42","74",""
="6670","復盛應用","01/08","262.5","+3.5","+1.35","年","12.57","","9","11","8","6.6","12","22","12.31","19.65",""
="6671","三能-KY","01/08","36.45","+0.35","+0.97","年","2.888","","4","3","3","3","3","2","2.5","2.6",""
="6674","鋐寶科技","01/08","19.95","+0.35","+1.79","年","0.937","","1.796","1.8","1.4","1","1","0.5","0","0",""
="6680","鑫創電子","01/08","60.1","-1","-1.64","年","2.069","","2","2.5","2.522","2","1.2","1.995","1.289","3.049",""
="6683","雍智科技","01/08","388","-11.5","-2.88","年","5.784","","2","3","4","5.5","7.757","7.502","6.509","10",""
="6684","安格","01/08","48.55","-0.1","-0.21","年","1.163","","","0.648","0","2.006","4.509","0.977","0","0",""
="6689","伊雲谷","01/08","60.4","+0.4","+0.67","年","1.784","","","1.739","0.35","1.1","2.5","2.8","2","2",""
="6690","安碁資訊","01/08","171.5","+2.5","+1.48","年","4.1","","","3","3","3.3","3.7","4.5","5.201","6",""
="6691","洋基工程","01/08","585","+18","+3.17","年","12.79","","","8","10","6.3","14","19.25","16","16",""
="6692","進能服","01/08","27.45","-0.7","-2.49","年","1.1","","","1","2","2","1","1","0.2","0.499",""
="6693","廣閎科","01/08","81","+2.2","+2.79","年","1.06","","","0","0","0.197","2.222","2","1","2.001",""
="6695","芯鼎","01/08","43.6","-0.9","-2.02","年","0","","","0","0","0","0","0","0","0",""
="6697","東捷資訊","01/08","48","0","0","年","1.929","","","1.6","2","2","2","1.6","2.2","2.1",""
="6698","旭暉應材","01/08","32.3","-1.4","-4.15","年","0.443","","","1","1.6","0.5","0","0","0","0",""
="6706","惠特","01/08","125.5","-2.5","-1.95","年","3.181","","0","3.971","3.974","4","10","3.5","0","0",""
="6708","天擎","01/08","42","+0.1","+0.24","年","0.393","","","0.12","0.08","0.5","0.75","0.9","0.4","0",""
="6712","長聖","01/08","162","-0.5","-0.31","年","2.588","","","0","0","0","5","1.993","6","5.121",""
="6715","嘉基","01/08","101","+0.5","+0.5","年","2.613","","","0.5","1.8","2.5","1.8","4.471","3.303","3.92",""
="6716","應廣","01/08","45.9","-0.65","-1.4","年","3.873","","","3","2.729","4","7.5","4.5","2.001","3.382",""
="6719","力智","01/08","182","-4.5","-2.41","年","3.378","","","1","0","1.499","7.495","9.961","1.992","1.697",""
="6720","久昌","01/08","118","-1.5","-1.26","年","1.142","","","0","0.32","0.6","1.54","0.06","1.68","3.797",""
="6721","信實","01/08","60.9","0","0","年","2.994","","","3","2.4","4","3.556","2.4","2.6","3",""
="6725","矽科宏晟","01/08","255","-15","-5.56","年","2.529","","","0","0","0","1","1.7","7","8",""
="6727","亞泰金屬","01/08","172","-1.5","-0.86","年","2.639","","","2","2","2.5","3","3.971","2","3",""
="6728","上洋","01/08","132.5","-1","-0.75","年","5.874","","","0.934","4","4.2","9","10","4.983","8",""
="6730","常廣","01/08","35.55","-0.35","-0.97","年","1.284","","","1.89","1.5","0.8","1","1.8","1","1",""
="6732","昇佳電子","01/08","178.5","-0.5","-0.28","年","18.35","","","","20.1","22.5","30","15","12.5","10",""
="6733","博晟生醫","01/08","38.55","0","0","年","0","","","","0","0","0","0","0","0",""
="6735","美達科技","01/08","52.6","-2","-3.66","年","1.607","","","0.25","0.8","2.5","3.2","2.4","0.3","1.8",""
="6739","竹陞科技","01/08","706","-25","-3.42","年","1.337","","","","0","0","0","1.004","2.016","5",""
="6741","91APP*-KY","01/08","73.4","+0.2","+0.27","年","0.647","","","","0","0","0.49","0.7","0.95","1.743",""
="6742","澤米","01/08","44.15","-0.95","-2.11","年","0.542","","","","0","0","0","1.75","1.2","0.303",""
="6743","安普新","01/08","27.95","+0.9","+3.33","年","0.848","","","","0.45","1.639","0.5","0.5","0.5","1.5",""
="6751","智聯服務","01/08","53.9","-1.4","-2.53","年","2.042","","","","2.053","2.1","2.1","3","2","1",""
="6752","叡揚","01/08","122.5","-4","-3.16","年","2.583","","","","1.8","2.2","2.2","2.6","3","3.7",""
="6753","龍德造船","01/08","135","+5.5","+4.25","年","0.767","","","","0.42","0.58","0.25","1","1.1","1.25",""
="6754","匯僑設計","01/08","47.8","+0.25","+0.53","年","3.383","","","","2.8","2.8","3.5","3.7","3.5","4",""
="6756","威鋒電子","01/08","81","-2.5","-2.99","年","5.012","","","","3.3","4.5","10.99","7.489","1.998","1.8",""
="6757","台灣虎航","01/08","66.7","+0.7","+1.06","年","1.342","","","","2","0","0","0","0","6.05",""
="6761","穩得","01/08","135","-5.5","-3.91","年","4.337","","","","2.5","3","5.8","5.1","3.994","5.627",""
="6762","達亞","01/08","179","0","0","年","2.75","","","","4","8","3","1","0.2","0.3",""
="6767","台微醫","01/08","27.75","-0.05","-0.18","年","0","","","","0","0","0","0","0","0",""
="6768","志強-KY","01/08","104","+1","+0.97","年","4.295","","","","","3","3.5","5","3.8","6.175",""
="6776","展碁國際","01/08","57","+0.4","+0.71","年","2.783","","","","1.5","2","3.2","3.5","3.5","3",""
="6781","AES-KY","01/08","1260","-10","-0.79","年","12.68","","","","","5.3","15","19","11.6","12.5",""
="6785","昱展新藥","01/08","276.5","-1.5","-0.54","年","0.35","","","","","0","0","0","1.5","0.25",""
="6788","華景電","01/08","342","-26.5","-7.19","年","6.083","","","","3.5","4","5","8","6","10",""
="6789","采鈺","01/08","278","-2.5","-0.89","年","1.969","","","","","1.987","1.865","1.998","0.999","2.997",""
="6790","永豐實","01/08","38.1","+0.25","+0.66","年","2.759","","","","1.706","4","3","2.3","3","2.55",""
="6791","虎門科技","01/08","104","-1","-0.95","年","3.347","","","","","3.149","3.457","3.181","3.469","3.481",""
="6792","詠業","01/08","50.3","-0.9","-1.76","年","4.02","","","","","3.5","5.5","5","3.6","2.5",""
="6794","向榮生技","01/08","86.6","+2","+2.36","年","0","","","","","0","0","0","0","0",""
="6796","晉弘","01/08","91.7","-1.1","-1.19","年","1.459","","","","","1.6","1.603","1.797","1.796","0.5",""
="6803","崑鼎","01/08","300.5","-4","-1.31","年","12.08","11.34","9.646","10.82","10.83","10.95","11.94","13.51","14.49","15.24",""
="6804","明係","01/08","16.95","-0.15","-0.88","年","1.449","","","","","0.452","0.594","2.6","2.6","1",""
="6805","富世達","01/08","1365","-40","-2.85","年","4.485","","","","","0.423","4.5","4","5.5","8",""
="6806","森崴能源","01/08","37.65","-0.25","-0.66","年","0.862","","","","0","1","1","0.5","1.443","1.227",""
="6807","峰源-KY","01/08","45.3","0","0","年","2.84","","","","","","2.37","1.89","2.6","4.5",""
="6811","宏碁資訊","01/08","211.5","+1.5","+0.71","年","6.9","","","","","3.5","5.5","7.5","8.5","9.5",""
="6821","聯寶","01/08","36.55","-0.25","-0.68","年","1.333","","","","","1","1.1","2.01","1.56","0.995",""
="6823","濾能","01/08","74.8","-2.3","-2.98","年","1.005","","","","","0.5","2.025","2.5","0","0",""
="6829","千附精密","01/08","110","+1.5","+1.38","年","4.412","","","","","","4.25","5.4","3","5",""
="6830","汎銓","01/08","183","+1.5","+0.83","年","3.6","","","","","2.5","4.5","5.5","4.5","1",""
="6831","邁科","01/08","270","-6.5","-2.35","年","0.512","","","","","0","0","0.532","0.779","1.25",""
="6834","天二科技","01/08","27.15","-1.5","-5.24","年","0.72","","","","","0.4","1.6","1.1","0","0.5",""
="6835","圓裕","01/08","38.85","+0.05","+0.13","年","2","","","","","2","2","2","2","2",""
="6838","台新藥","01/08","27.05","+0.05","+0.19","年","0","","","","","","0","0","0","0",""
="6840","東研信超","01/08","60.5","-2.2","-3.51","年","1.326","","","","","1","2.6","2.728","0","0.3",""
="6841","長佳智能","01/08","66.7","-0.5","-0.74","年","1.005","","","","","","0","2","1","1.022",""
="6843","進典","01/08","54","-0.7","-1.28","年","2.2","","","","","2","2","2.5","2.5","2",""
="6844","諾貝兒","01/08","73.3","+1.3","+1.81","年","7.049","","","","","","7","10","6.097","5.1",""
="6846","綠茵","01/08","74.9","+1","+1.35","年","4.559","","","","","","8.2","3.9","3.496","3.599","3.599"
="6854","錼創科技-KY創","01/08","132","-5.5","-4","年","0","","","","","","0","0","0","0",""
="6855","數泓科","01/08","108.5","0","0","年","4","","","","","2","4","4.5","3.5","6",""
="6856","鑫傳","01/08","55","0","0","年","3.754","","","","","","3.8","4","3.815","3.4",""
="6859","伯特光","01/08","114.5","+0.5","+0.44","年","2","","","","","","1.5","2","2","2.5",""
="6861","睿生光電","01/08","66","-0.3","-0.45","年","1.325","","","","","","1.1","1.3","1.1","1.8",""
="6862","三集瑞-KY","01/08","170","-9.5","-5.29","年","5.05","","","","","","","","4.1","6",""
="6863","永道-KY","01/08","117.5","-0.5","-0.42","年","3.493","","","","","","","1.98","3","5.5",""
="6865","偉康科技","01/08","48.6","-0.35","-0.72","年","2.1","","","","","","3","2.8","1.6","1",""
="6869","雲豹能源","01/08","90.7","-0.7","-0.77","年","3.128","","","","","","0.2","2","5.308","5.005",""
="6870","騰雲","01/08","226.5","+5","+2.26","年","2.604","","","","","0.2","2.222","3","3.3","4.3",""
="6872","浩宇生醫","01/08","20.1","-0.1","-0.5","年","0","","","","","","0","0","0","0",""
="6873","泓德能源","01/08","95.4","-0.4","-0.42","年","3.821","","","","","","2","4","4.026","5.259",""
="6874","倍力","01/08","66.6","0","0","年","2.828","","","","","1","1.5","3.8","3.8","4.04",""
="6875","國邑*","01/08","51.1","-0.1","-0.2","年","0","","","","","","0","","0","0",""
="6877","鏵友益","01/08","89.2","+2.6","+3","年","0.285","","","","","","0.34","0.7","0","0.1",""
="6881","潤德","01/08","229","0","0","年","9.125","","","","","","5","7.5","9","15",""
="6884","海柏特","01/08","35.8","-0.85","-2.32","年","0.9","","","","","","0","1","1.1","1.5",""
="6885","全福生技","01/08","28.35","0","0","年","0","","","","","","0","0","0","0",""
="6887","寶綠特-KY","01/08","58.9","-0.4","-0.67","年","3.963","","","","","","","","","3.963",""
="6890","來億-KY","01/08","241","+2","+0.84","年","6.705","","","","","","","","4.411","9",""
="6894","衛司特","01/08","230.5","-3.5","-1.5","年","6.652","","","","","","6.309","7","6.5","6.8",""
="6895","宏碩系統","01/08","175.5","-7.5","-4.1","年","2.612","","","","","","2.5","3.45","2.2","2.3",""
="6901","鑽石投資","01/08","16.75","+0.3","+1.82","年","0.067","","","","","","","0.2","0","0",""
="6902","GOGOLOOK","01/08","75","-0.5","-0.66","年","0","","","","","","","0","0","0",""
="6903","巨漢","01/08","224","-1","-0.44","年","11.76","","","","","","","18","9.271","8",""
="6904","伯鑫","01/08","116","0","0","年","5.6","","","","","","","3.7","4.1","9",""
="6906","現觀科","01/08","75.4","+0.3","+0.4","年","3.243","","","","","","","3.4","3","3.329",""
="6909","創控","01/08","44.6","-3.65","-7.56","年","0.624","","","","","","","0.072","0.8","1",""
="6910","德鴻","01/08","35.95","-0.35","-0.96","年","1.167","","","","","","","1","1","1.5",""
="6913","鴻呈","01/08","113.5","-2.5","-2.16","年","2.503","","","","","","1.5","4.5","2","2.011",""
="6914","阜爾運通","01/08","143.5","0","0","年","4.449","","","","","","","2.8","4.547","6",""
="6916","華凌","01/08","18.25","-0.5","-2.67","年","0.8","","","","","","","1.071","1.05","0.28",""
="6918","愛派司","01/08","84.8","-0.2","-0.24","年","2.475","","","","","","","0.7","2.726","4",""
="6921","嘉雨思-創","01/08","65","-1","-1.52","年","0","","","","","","","0","0","0",""
="6922","宸曜","01/08","167","-3.5","-2.05","年","4.515","","","","","","4","5.704","3.57","4.787",""
="6923","中台","01/08","101","-2.5","-2.42","年","2.972","","","","","","","2","2.9","4.017",""
="6924","榮惠-KY創","01/08","80","+5.1","+6.81","年","4.75","","","","","","","","4","5.5",""
="6925","意藍","01/08","88.7","-0.8","-0.89","年","1.25","","","","","","0","1.5","1.5","2",""
="6928","攸泰科技","01/08","50.8","0","0","年","0.667","","","","","","","0.5","1","0.5",""
="6929","佑全","01/08","31.6","0","0","年","0.068","","","","","","0","0","0.271","0",""
="6933","AMAX-KY","01/08","147.5","-1.5","-1.01","年","1.657","","","","","","","0","2.972","1.999",""
="6936","永鴻生技","01/08","35.9","-0.05","-0.14","年","1.312","","","","","","","1.21","1.04","1.687",""
="6937","天虹","01/08","236","-4.5","-1.87","年","1.701","","","","","","","1","2","2.103",""
="6944","兆聯實業","01/08","733","-2","-0.27","年","8","","","","","","","2","8","14",""
="6949","沛爾生醫-創","01/08","336.5","+10","+3.06","年","0","","","","","","","","0","0",""
="6951","青新-創","01/08","73","0","0","年","2.55","","","","","","","1.5","2.35","3.8",""
="6952","大武山","01/08","42.7","-0.1","-0.23","年","1.333","","","","","","","1","1","2",""
="6953","家碩","01/08","215","-4","-1.83","年","4.167","","","","","","","2","4.5","6",""
="6955","邦睿生技-創","01/08","157.5","0","0","年","0.85","","","","","","","","0.2","1.5",""
="6957","裕慶-KY","01/08","197","+0.5","+0.25","年","13.08","","","","","","","","13","13.16",""
="6958","日盛台駿","01/08","15.4","+0.05","+0.33","年","1.067","","","","","","","2","1","0.2",""
="6962","奕力-KY","01/08","38","-0.9","-2.31","年","1.54","","","","","","","","1.08","2",""
="6965","中傑-KY","01/08","88","+1","+1.15","年","6","","","","","","","","","6",""
="6967","汎瑋材料","01/08","67.3","-2.8","-3.99","年","3.15","","","","","","","","3.5","2.8",""
="6968","萬達寵物","01/08","53.7","-0.3","-0.56","年","0.9","","","","","","","0.7","1","1",""
="6969","成信實業*-創","01/08","29.5","+0.4","+1.37","年","0","","","","","","","","0","0",""
="6971","惠民實業","01/08","29.3","-0.25","-0.85","年","1.333","","","","","","","1","1.5","1.5",""
="6982","大井泵浦","01/08","64.5","-0.8","-1.23","年","1.85","","","","","","","","1.6","2.1",""
="6988","威力暘-創","01/08","14.05","+0.25","+1.81","年","0.4","","","","","","","","0.35","0.45",""
="6994","富威電力","01/08","92.8","-2","-2.11","年","0.727","","","","","","","","0.5","0.955",""
="6996","力領科技","01/08","159","+3","+1.92","年","11.48","","","","","","","","10.32","12.65",""
="6997","博弘","01/08","89","0","0","年","4.53","","","","","","","","4.06","5",""
="7402","邑錡","01/08","136","+9.5","+7.51","年","0.963","0.405","0.35","1.2","0.565","0.7","0.997","1.16","1.485","1.8",""
="7547","碩網","01/08","56.8","+0.8","+1.43","年","0.758","","","","0.6","0.6","0.6","0.6","0.8","1.35",""
="7556","意德士","01/08","166","-2","-1.19","年","2.533","","","","2","2.1","2.4","3","2.5","3.2",""
="7584","樂意","01/08","40.6","0","0","年","2.8","","","","","1","1","4","4","4",""
="7610","聯友金屬-創","01/08","153","+1","+0.66","年","0.163","","","","","","0","0.35","0.1","0.201",""
="7642","昶瑞機電","01/08","80.3","+2.2","+2.82","年","4.9","","","","","","","","4.8","5",""
="7703","銳澤","01/08","234","-2","-0.85","年","6.25","","","","","","","","7","5.5",""
="7704","明遠精密","01/08","45.8","-1.1","-2.35","年","2.528","","","","","","","","2.8","2.256",""
="7705","三商餐飲","01/08","39.45","+0.1","+0.25","年","3.5","","","","","","","","3.2","3.8",""
="7708","全家餐飲","01/08","94.5","0","0","年","3.5","","","","","","","","2.5","4.5",""
="7709","榮田","01/08","39","+1.3","+3.45","年","2.15","","","","","","","","2","2.3",""
="7711","永擎","01/08","263","+3.5","+1.35","年","2.059","","","","","","","","0.118","4.001",""
="7712","博盛半導體","01/08","82.8","-2.5","-2.93","年","1.833","","","","","","","0","1.5","4",""
="7713","威力德生醫","01/08","70.5","-1.5","-2.08","年","2.834","","","","","","","","2.3","3.368",""
="7715","裕山","01/08","31.2","+0.7","+2.3","年","2.493","","","","","","","","2","2.986",""
="7716","昱臺國際","01/08","25.2","+0.3","+1.2","年","1.625","","","","","","","","1.25","2",""
="7717","萊德光電-KY","01/08","380.5","-7.5","-1.93","年","1","","","","","","","","","1",""
="7718","友鋮","01/08","44.1","-0.25","-0.56","年","3.25","","","","","","","","3","3.5",""
="7721","微程式","01/08","47.9","0","0","年","1","","","","","","","0","1","2",""
